unit_id,line_id,furnace_temp_c,roller_pressure_bar,line_speed_mpm,lubricant_flow_lph,vibration_rms_mms,ambient_humidity_pct,cooling_rate_cps,tension_variation_kn,defect_class
UNIT-13214,LINE-A,831.38,148.8,62.96,14.41,5.98,45.92,16.33,0.69,scratch
UNIT-10365,LINE-B,910.66,178.74,50.04,29.31,1.25,40.62,32.03,1.21,crack
UNIT-12126,LINE-C,842.82,151.68,32.08,19.58,1.18,91.27,13.77,0.36,rust
UNIT-10028,LINE-A,920.82,170.95,48.82,32.46,1.17,38.37,29.51,2.16,crack
UNIT-10474,LINE-A,917.75,176.42,42.92,34.72,1.83,37.03,31.08,1.4,crack
UNIT-10526,LINE-B,886.25,184.12,48.5,32.28,1.62,47.88,26.84,1.55,crack
UNIT-10726,LINE-A,871.63,194.01,49.29,34.11,1.75,51.17,16.34,2.46,hole
UNIT-10056,LINE-B,888.11,160.2,56.43,32.12,1.6,43.9,27.2,1.64,crack
UNIT-10639,LINE-B,873.79,168.3,49.2,30.09,1.93,46.68,31.53,1.52,crack
UNIT-10303,LINE-C,891.01,180.52,52.51,30.6,1.83,48.22,31.57,1.85,crack
UNIT-13043,LINE-B,847.56,152.01,64.21,12.52,4.6,44.28,18.72,0.4,scratch
UNIT-11277,LINE-C,914.83,199.9,50.85,32.91,1.62,44.07,13.74,1.77,hole
UNIT-13075,LINE-A,840.39,148.57,69.35,17.61,4.19,48.69,16.75,0.51,scratch
UNIT-10625,LINE-A,890.61,174.59,47.95,33.08,1.52,42.48,34.01,1.14,crack
UNIT-12056,LINE-B,850.02,151.27,53.34,31.64,1.81,36.95,16.25,0.31,normal
UNIT-11281,LINE-C,884.89,191.21,53.21,31.51,1.62,50.08,16.66,2.75,hole
UNIT-11050,LINE-A,855.1,176.05,49.94,30.01,2.05,40.27,17.28,2.7,hole
UNIT-10337,LINE-B,879.88,165.42,48.21,30.78,2.07,44.12,25.54,2.0,crack
UNIT-10048,LINE-B,924.35,168.01,53.0,31.18,0.99,39.97,27.22,2.13,crack
UNIT-10107,LINE-C,921.89,183.08,50.19,34.45,1.38,44.9,32.03,1.2,crack
UNIT-12398,LINE-A,832.49,141.79,35.77,18.82,1.8,83.68,16.02,0.48,rust
UNIT-11080,LINE-B,881.45,204.03,49.83,32.28,2.1,47.31,18.41,2.3,hole
UNIT-12287,LINE-B,851.42,142.44,34.9,8.95,1.57,93.0,17.24,0.63,rust
UNIT-12262,LINE-B,844.76,143.51,38.0,11.01,1.69,98.0,17.2,0.53,rust
UNIT-11145,LINE-B,873.3,177.21,50.68,30.93,1.33,47.97,16.57,2.45,hole
UNIT-12781,LINE-B,841.03,155.58,34.81,22.57,1.65,69.44,18.12,0.69,rust
UNIT-12297,LINE-A,839.51,149.3,36.8,18.34,1.14,74.74,18.9,0.64,rust
UNIT-11837,LINE-B,849.16,155.81,50.01,36.55,2.28,45.29,18.6,0.7,normal
UNIT-11754,LINE-B,845.14,150.14,46.72,33.76,2.27,46.23,18.65,0.77,normal
UNIT-11102,LINE-A,884.54,191.7,50.84,34.91,1.73,43.65,19.22,2.68,hole
UNIT-11969,LINE-C,840.66,140.29,50.54,32.25,1.31,46.26,16.8,0.21,normal
UNIT-12656,LINE-B,828.53,147.03,34.14,18.89,1.18,72.36,14.91,0.71,rust
UNIT-13201,LINE-C,844.95,152.45,65.37,18.18,4.97,42.06,16.44,0.67,scratch
UNIT-10524,LINE-A,915.04,178.74,49.46,30.12,2.0,47.72,31.79,1.58,crack
UNIT-12281,LINE-C,834.17,144.21,28.68,11.97,1.18,85.82,18.96,0.28,rust
UNIT-11429,LINE-C,845.73,152.85,53.04,33.71,1.44,41.63,17.53,0.84,normal
UNIT-12582,LINE-B,841.04,163.17,37.8,9.37,1.37,87.5,17.17,0.38,rust
UNIT-13042,LINE-A,841.39,151.14,68.3,15.5,6.74,50.05,18.58,0.44,scratch
UNIT-10604,LINE-B,896.35,183.47,49.29,27.95,1.65,44.13,33.83,2.4,crack
UNIT-11490,LINE-A,837.81,150.86,49.3,31.99,1.47,40.13,17.71,0.41,normal
UNIT-12740,LINE-C,836.37,157.85,30.21,16.29,1.65,82.75,15.32,0.61,rust
UNIT-10061,LINE-A,924.95,184.96,48.44,31.16,1.21,44.4,29.07,1.43,crack
UNIT-13208,LINE-A,826.4,146.11,60.35,13.03,5.63,44.13,17.05,0.45,scratch
UNIT-10672,LINE-B,888.95,188.18,49.28,32.86,1.57,43.78,26.75,2.3,crack
UNIT-10093,LINE-B,917.12,182.8,51.37,30.17,1.59,52.01,26.75,1.97,crack
UNIT-10667,LINE-C,897.97,173.98,48.34,31.83,1.62,45.3,28.28,2.07,crack
UNIT-11888,LINE-A,847.04,147.84,44.45,31.94,1.27,44.53,19.33,0.62,normal
UNIT-10281,LINE-A,899.72,182.92,51.92,34.02,1.97,39.3,31.26,1.31,crack
UNIT-11720,LINE-B,828.5,147.6,51.44,27.32,2.08,44.68,19.04,0.37,normal
UNIT-10360,LINE-A,883.03,167.38,53.77,33.21,1.75,42.28,32.31,1.31,crack
UNIT-10900,LINE-A,898.79,180.91,48.69,30.52,2.13,42.19,17.98,2.15,hole
UNIT-11936,LINE-B,833.97,147.8,53.65,34.32,1.66,35.05,20.77,0.5,normal
UNIT-11995,LINE-B,840.01,140.67,49.03,32.71,1.85,44.28,17.66,0.39,normal
UNIT-12700,LINE-B,836.02,146.59,35.27,15.77,1.19,87.96,18.94,0.59,rust
UNIT-10761,LINE-B,870.37,199.92,54.38,30.85,1.72,39.23,15.61,2.65,hole
UNIT-12159,LINE-A,831.81,150.93,37.93,13.07,1.94,77.58,14.83,0.61,rust
UNIT-13059,LINE-C,825.43,157.73,61.09,20.19,6.06,45.71,18.64,0.17,scratch
UNIT-10043,LINE-B,872.72,175.41,50.07,32.25,1.49,43.05,26.18,1.21,crack
UNIT-12174,LINE-B,831.85,146.96,28.4,13.93,1.66,60.88,17.66,0.43,rust
UNIT-10205,LINE-B,904.92,180.63,52.02,30.05,1.71,46.27,24.58,1.85,crack
UNIT-11474,LINE-B,842.76,145.34,53.03,33.6,1.87,49.06,17.63,0.72,normal
UNIT-12101,LINE-A,840.17,145.07,41.6,16.05,1.52,87.21,16.79,0.3,rust
UNIT-12594,LINE-A,845.14,158.05,31.23,18.32,1.71,68.6,14.35,0.64,rust
UNIT-10069,LINE-A,907.0,187.97,49.25,30.39,1.3,39.8,24.28,1.86,crack
UNIT-11876,LINE-C,825.62,145.1,50.2,31.71,1.76,43.44,18.9,0.45,normal
UNIT-12773,LINE-B,820.81,145.79,28.65,22.14,1.56,64.92,16.09,0.27,rust
UNIT-12232,LINE-C,835.84,147.0,36.4,17.97,1.16,79.19,18.0,0.3,rust
UNIT-10138,LINE-B,879.02,186.22,49.16,31.19,1.31,45.69,36.92,1.55,crack
UNIT-10797,LINE-B,893.3,196.2,49.63,34.14,1.83,42.67,16.39,1.87,hole
UNIT-12181,LINE-B,836.96,153.57,36.31,9.32,1.44,73.5,15.69,0.45,rust
UNIT-12129,LINE-A,827.41,146.16,39.16,19.95,0.98,63.15,14.91,0.37,rust
UNIT-10759,LINE-B,881.24,202.08,46.24,32.49,1.36,32.71,16.58,1.92,hole
UNIT-10542,LINE-A,880.78,180.64,46.23,29.99,1.25,47.98,28.03,1.57,crack
UNIT-11020,LINE-A,873.84,189.2,51.81,32.41,1.31,43.65,13.71,2.16,hole
UNIT-12675,LINE-B,848.84,143.56,32.88,14.2,1.7,89.16,15.67,0.37,rust
UNIT-10166,LINE-A,920.55,184.48,51.81,33.03,1.41,45.73,33.86,1.95,crack
UNIT-10249,LINE-A,887.66,191.61,49.84,28.3,1.83,37.5,28.65,1.48,crack
UNIT-11332,LINE-B,897.6,199.62,48.88,30.43,2.18,43.28,17.33,2.04,hole
UNIT-12018,LINE-C,835.68,150.14,49.33,29.01,1.3,46.83,16.43,0.5,normal
UNIT-10447,LINE-A,885.72,169.17,49.82,34.26,1.12,41.21,22.29,2.18,crack
UNIT-12483,LINE-A,842.49,150.68,37.83,11.52,1.04,83.25,18.77,0.65,rust
UNIT-11359,LINE-A,896.31,197.78,47.38,31.32,1.66,42.88,17.5,1.71,hole
UNIT-12146,LINE-A,849.55,149.39,34.02,12.72,1.19,85.19,19.26,0.49,rust
UNIT-11330,LINE-B,892.79,196.84,45.46,32.42,1.45,45.99,15.69,2.5,hole
UNIT-13396,LINE-B,818.17,154.31,67.12,11.09,4.3,40.18,16.95,0.51,scratch
UNIT-12151,LINE-A,845.21,149.7,34.06,17.94,1.12,86.69,15.9,0.46,rust
UNIT-10435,LINE-B,891.96,189.29,53.88,28.01,1.74,44.91,32.64,1.78,crack
UNIT-12123,LINE-C,837.72,147.41,30.76,11.49,1.71,88.82,17.69,0.45,rust
UNIT-10578,LINE-A,888.78,162.3,51.38,30.53,1.51,37.49,26.08,1.8,crack
UNIT-12786,LINE-C,842.18,148.12,43.1,22.21,1.39,70.95,14.04,0.55,rust
UNIT-13200,LINE-A,847.12,153.37,72.39,13.67,3.58,42.52,18.75,0.18,scratch
UNIT-12449,LINE-A,833.69,150.62,35.31,14.37,1.61,69.9,16.97,0.52,rust
UNIT-11849,LINE-C,833.03,152.7,43.59,28.29,2.55,41.34,19.2,0.49,normal
UNIT-10763,LINE-B,865.4,197.15,46.2,30.66,1.7,46.97,17.83,2.54,hole
UNIT-10389,LINE-B,908.88,190.92,51.5,31.21,1.42,51.79,26.42,1.67,crack
UNIT-10236,LINE-C,894.76,178.62,54.35,31.36,2.15,47.26,31.1,2.34,crack
UNIT-13040,LINE-A,845.93,156.45,61.72,11.64,5.58,49.07,14.65,0.5,scratch
UNIT-11985,LINE-B,837.57,153.01,51.38,31.72,1.71,38.63,19.01,0.42,normal
UNIT-10268,LINE-A,890.99,176.07,52.23,35.66,1.48,46.85,32.7,1.68,crack
UNIT-10771,LINE-A,888.66,205.4,48.5,34.34,1.84,43.09,15.9,1.63,hole
UNIT-12166,LINE-B,839.07,147.65,28.12,9.15,1.33,83.75,17.6,0.63,rust
UNIT-10438,LINE-A,888.54,177.22,50.73,30.99,1.45,39.2,31.74,1.75,crack
UNIT-10674,LINE-A,908.68,189.49,53.53,33.57,1.5,51.94,27.62,1.94,crack
UNIT-10250,LINE-B,884.89,182.02,50.66,34.54,1.82,45.15,30.78,1.08,crack
UNIT-12202,LINE-B,834.84,156.12,29.98,14.28,2.03,78.05,18.03,0.46,rust
UNIT-11575,LINE-A,857.95,150.37,53.02,29.81,1.55,46.21,19.21,0.41,normal
UNIT-12143,LINE-A,848.18,144.24,38.65,16.25,1.68,64.3,16.71,0.71,rust
UNIT-12082,LINE-A,846.69,152.38,47.56,30.38,1.3,46.4,15.89,0.54,normal
UNIT-13054,LINE-A,852.24,154.63,67.32,14.75,5.48,45.82,20.74,0.54,scratch
UNIT-12995,LINE-A,840.03,154.0,74.07,23.41,4.29,41.04,17.28,0.44,scratch
UNIT-13198,LINE-B,848.14,144.65,58.01,13.84,4.68,43.07,15.35,0.37,scratch
UNIT-10449,LINE-C,906.26,168.64,51.55,24.84,1.94,40.35,33.87,1.63,crack
UNIT-11470,LINE-A,837.66,153.35,52.28,33.8,1.64,39.84,16.08,0.59,normal
UNIT-10717,LINE-B,892.48,199.36,46.12,32.28,1.5,40.49,17.07,2.19,hole
UNIT-12794,LINE-A,826.81,151.87,35.19,13.57,1.7,83.98,18.71,0.52,rust
UNIT-13050,LINE-B,853.88,153.51,65.96,16.3,6.09,46.06,14.42,0.71,scratch
UNIT-12049,LINE-B,849.09,152.17,51.18,35.23,1.96,47.26,16.56,0.45,normal
UNIT-11902,LINE-A,844.54,154.62,50.25,31.46,1.62,44.84,16.04,0.32,normal
UNIT-12908,LINE-B,856.08,150.83,59.66,14.85,5.04,48.97,17.82,0.69,scratch
UNIT-11169,LINE-A,862.5,190.74,52.48,33.32,1.49,37.5,15.9,2.82,hole
UNIT-10083,LINE-B,890.83,187.7,47.81,32.08,1.52,43.66,30.41,1.95,crack
UNIT-12822,LINE-C,834.3,137.45,59.69,12.77,5.75,45.36,16.21,0.26,scratch
UNIT-11461,LINE-A,841.71,156.51,53.83,35.0,1.36,47.03,17.76,0.4,normal
UNIT-11894,LINE-B,830.47,145.66,49.49,32.83,1.01,40.68,17.89,0.36,normal
UNIT-11669,LINE-C,831.0,146.58,48.27,31.92,1.35,49.69,17.31,0.29,normal
UNIT-12001,LINE-C,838.76,151.78,49.48,31.9,1.55,45.7,18.23,0.47,normal
UNIT-10476,LINE-B,904.09,167.92,51.73,33.43,1.08,49.34,33.61,1.32,crack
UNIT-10518,LINE-A,903.32,176.06,50.36,33.74,1.22,37.87,35.94,1.41,crack
UNIT-10405,LINE-B,891.12,183.99,45.73,32.66,1.9,49.13,24.47,2.08,crack
UNIT-10385,LINE-C,893.36,175.64,54.44,31.08,1.37,46.19,30.66,2.09,crack
UNIT-12832,LINE-B,836.52,153.48,71.05,22.1,5.92,42.22,18.03,0.84,scratch
UNIT-12153,LINE-B,839.37,144.81,41.44,19.45,1.71,80.51,15.68,0.14,rust
UNIT-11634,LINE-A,841.4,154.38,49.77,29.89,1.57,46.39,16.39,0.59,normal
UNIT-13336,LINE-B,834.0,143.28,55.28,20.33,5.21,48.25,15.45,0.57,scratch
UNIT-10689,LINE-A,935.12,173.76,51.01,31.05,1.4,46.97,32.43,1.58,crack
UNIT-11241,LINE-A,890.02,194.34,44.3,32.03,1.01,39.18,16.25,2.31,hole
UNIT-10063,LINE-A,914.65,165.31,53.35,30.23,1.77,36.99,35.45,1.09,crack
UNIT-10853,LINE-C,902.18,185.36,54.42,28.08,1.64,42.66,16.2,2.42,hole
UNIT-13210,LINE-A,860.83,153.92,67.87,14.1,4.06,50.46,15.4,0.59,scratch
UNIT-12884,LINE-C,845.03,146.12,70.69,22.22,6.6,47.38,16.93,0.2,scratch
UNIT-11263,LINE-B,893.14,189.43,50.67,32.51,1.58,49.65,18.67,1.96,hole
UNIT-10224,LINE-C,927.85,173.68,50.24,31.47,1.8,42.79,34.47,2.22,crack
UNIT-12194,LINE-B,847.98,154.18,37.31,13.36,2.33,83.33,16.84,0.54,rust
UNIT-10374,LINE-C,927.23,170.56,47.11,29.33,1.13,46.65,33.54,1.8,crack
UNIT-11825,LINE-C,840.26,154.86,48.72,32.34,1.93,48.12,15.17,0.41,normal
UNIT-12955,LINE-B,844.78,147.75,60.82,15.37,5.7,45.54,15.26,0.43,scratch
UNIT-13348,LINE-A,830.65,146.95,67.52,14.84,4.79,42.78,16.22,0.62,scratch
UNIT-13031,LINE-A,845.01,154.0,68.26,20.67,5.64,39.14,15.69,0.55,scratch
UNIT-13132,LINE-C,840.92,154.08,69.44,15.55,3.87,47.37,15.59,0.64,scratch
UNIT-10010,LINE-A,913.93,178.31,50.15,36.93,1.54,45.21,27.37,1.84,crack
UNIT-12498,LINE-A,830.91,155.3,40.87,16.0,1.71,75.64,16.56,0.35,rust
UNIT-11945,LINE-A,848.55,156.41,49.95,31.36,1.6,50.8,16.61,0.72,normal
UNIT-11839,LINE-C,837.99,156.99,52.91,30.29,1.99,46.14,16.67,0.42,normal
UNIT-10709,LINE-C,893.42,183.5,50.13,28.85,1.7,46.7,14.57,1.73,hole
UNIT-10256,LINE-B,888.79,164.59,49.28,30.43,2.12,40.57,25.98,2.12,crack
UNIT-11618,LINE-A,837.7,148.08,55.28,33.05,1.88,49.42,16.02,0.69,normal
UNIT-10390,LINE-B,909.71,183.94,49.44,34.78,1.79,50.47,25.37,1.5,crack
UNIT-11582,LINE-A,842.09,142.55,47.96,30.3,1.53,40.78,19.4,0.77,normal
UNIT-10925,LINE-B,897.95,186.16,49.3,30.94,1.62,48.25,14.49,1.98,hole
UNIT-12509,LINE-B,843.71,148.37,34.91,13.46,1.17,75.95,16.98,0.44,rust
UNIT-12037,LINE-C,841.44,153.75,53.91,32.74,2.38,43.64,17.44,0.41,normal
UNIT-12799,LINE-C,836.76,149.02,37.62,9.57,1.33,76.54,18.12,0.48,rust
UNIT-11225,LINE-A,873.12,200.1,49.59,30.27,1.67,45.7,17.36,2.72,hole
UNIT-12550,LINE-B,842.77,152.53,35.29,15.51,1.48,79.84,17.67,0.68,rust
UNIT-11947,LINE-B,845.67,153.79,52.68,28.06,1.92,43.42,16.49,0.62,normal
UNIT-10740,LINE-C,876.47,185.55,47.08,33.62,1.88,42.04,15.88,1.95,hole
UNIT-10041,LINE-B,899.09,176.28,47.57,32.16,2.06,34.17,23.98,1.22,crack
UNIT-10869,LINE-B,901.03,188.63,49.32,34.47,1.73,44.54,16.61,2.11,hole
UNIT-10540,LINE-A,876.1,181.23,53.38,31.07,1.41,33.53,29.63,1.13,crack
UNIT-12746,LINE-A,840.59,140.53,31.9,16.6,1.43,89.78,17.38,0.65,rust
UNIT-12923,LINE-A,843.1,156.06,66.15,13.16,4.28,46.74,17.79,0.53,scratch
UNIT-12724,LINE-C,851.55,155.84,39.28,12.97,2.22,73.28,18.25,0.23,rust
UNIT-11372,LINE-B,887.8,183.79,52.4,35.35,1.43,41.45,18.51,2.61,hole
UNIT-11146,LINE-C,874.56,202.07,50.47,27.93,1.01,41.31,16.91,2.02,hole
UNIT-11032,LINE-B,871.2,189.28,52.72,30.33,1.9,44.59,18.65,1.73,hole
UNIT-10373,LINE-A,887.71,172.03,51.49,27.95,1.66,42.72,24.93,1.86,crack
UNIT-10668,LINE-A,903.21,173.5,48.6,31.08,1.91,42.48,31.6,1.47,crack
UNIT-10358,LINE-A,922.9,164.53,49.85,32.99,1.69,36.02,23.83,1.7,crack
UNIT-10968,LINE-C,890.08,192.58,50.46,31.27,2.01,41.74,14.01,2.57,hole
UNIT-11354,LINE-A,887.56,190.4,58.78,32.68,1.78,40.1,17.32,2.46,hole
UNIT-11036,LINE-C,890.37,183.01,53.42,33.47,1.76,49.31,17.02,2.54,hole
UNIT-10471,LINE-C,921.55,164.36,49.58,33.54,1.62,38.46,34.35,1.68,crack
UNIT-13024,LINE-B,843.73,151.13,61.15,17.8,4.73,45.66,14.17,0.46,scratch
UNIT-11397,LINE-A,870.75,188.3,50.14,30.8,1.74,49.11,19.68,2.28,hole
UNIT-13057,LINE-C,836.9,143.36,73.05,22.91,4.23,39.34,17.45,0.6,scratch
UNIT-11550,LINE-C,836.81,152.0,53.58,31.08,1.19,37.55,20.09,0.42,normal
UNIT-11257,LINE-A,882.56,184.89,50.83,33.02,1.82,48.94,15.21,1.88,hole
UNIT-12095,LINE-A,844.48,148.75,51.13,32.84,1.27,47.72,14.25,0.44,normal
UNIT-11556,LINE-A,845.74,160.07,50.13,30.37,1.66,47.76,17.93,0.91,normal
UNIT-13018,LINE-A,861.0,156.71,59.85,16.47,3.74,43.25,18.38,0.43,scratch
UNIT-11251,LINE-B,855.14,195.99,50.61,35.27,1.2,43.36,18.54,2.74,hole
UNIT-11700,LINE-B,833.87,146.95,46.5,28.82,1.69,47.75,18.31,0.14,normal
UNIT-11253,LINE-A,885.87,175.58,52.32,31.82,2.03,40.69,14.92,1.71,hole
UNIT-13248,LINE-C,840.08,145.94,70.68,16.65,5.46,41.38,15.91,0.41,scratch
UNIT-10080,LINE-A,885.91,189.0,50.86,32.91,1.77,45.79,26.29,2.04,crack
UNIT-11173,LINE-C,878.59,200.27,49.9,32.32,1.29,45.69,18.13,2.19,hole
UNIT-10815,LINE-A,909.93,179.84,47.49,34.44,2.04,41.36,19.48,2.48,hole
UNIT-11853,LINE-A,830.31,143.34,49.0,29.86,1.55,44.82,14.42,0.39,normal
UNIT-12221,LINE-B,837.03,146.61,37.1,16.74,1.76,69.27,16.99,0.72,rust
UNIT-12720,LINE-A,843.46,148.85,28.76,17.1,1.9,78.14,18.14,0.53,rust
UNIT-13371,LINE-B,834.17,144.28,60.7,20.44,4.62,47.69,16.14,0.68,scratch
UNIT-12106,LINE-C,862.78,152.02,34.08,15.31,0.92,68.7,16.35,0.47,rust
UNIT-10134,LINE-A,891.72,185.47,50.44,31.27,1.35,44.34,32.85,1.46,crack
UNIT-11141,LINE-A,875.06,192.86,50.51,33.55,1.83,47.43,18.51,2.47,hole
UNIT-10934,LINE-A,878.56,191.92,48.42,31.28,1.22,45.51,18.41,2.84,hole
UNIT-10929,LINE-A,899.66,188.7,50.15,34.5,1.81,43.2,17.85,2.39,hole
UNIT-10824,LINE-C,879.98,177.46,50.43,32.93,1.64,44.6,18.8,2.14,hole
UNIT-11532,LINE-C,819.84,150.08,45.43,29.56,1.2,39.83,16.18,0.43,normal
UNIT-11215,LINE-A,873.82,191.49,50.46,29.2,1.52,38.81,16.73,2.85,hole
UNIT-10505,LINE-B,935.51,167.4,52.26,31.73,1.58,50.64,29.22,1.64,crack
UNIT-13459,LINE-C,845.78,150.5,62.22,19.86,7.23,47.86,15.11,0.25,scratch
UNIT-12396,LINE-A,850.69,141.37,40.72,16.89,1.49,80.44,15.83,0.54,rust
UNIT-11997,LINE-A,835.23,146.2,45.55,32.54,2.14,45.47,15.9,0.58,normal
UNIT-12435,LINE-A,843.25,147.85,40.36,17.59,2.17,88.99,18.43,0.6,rust
UNIT-11959,LINE-A,837.09,150.51,48.39,34.39,1.82,40.72,16.22,0.4,normal
UNIT-11385,LINE-C,888.77,185.08,47.51,31.67,1.95,42.86,19.11,3.04,hole
UNIT-10895,LINE-A,870.05,195.1,51.4,31.07,1.83,45.57,16.13,2.21,hole
UNIT-10829,LINE-B,880.6,191.5,47.08,34.03,1.97,39.43,15.25,1.96,hole
UNIT-13406,LINE-B,840.76,161.12,59.16,18.56,4.57,40.32,14.99,0.54,scratch
UNIT-12524,LINE-A,843.21,148.53,35.2,20.02,1.41,72.55,15.27,0.54,rust
UNIT-11684,LINE-B,837.54,156.22,50.82,32.68,1.25,39.82,18.41,0.41,normal
UNIT-13002,LINE-C,843.82,154.78,73.14,19.53,5.21,48.04,15.51,0.31,scratch
UNIT-12982,LINE-C,824.04,154.28,64.97,14.12,4.86,45.4,17.13,0.37,scratch
UNIT-13130,LINE-B,825.79,150.91,70.31,12.99,4.66,38.36,15.28,0.59,scratch
UNIT-10653,LINE-B,914.66,182.21,47.94,31.93,1.03,46.75,34.62,1.9,crack
UNIT-10173,LINE-A,916.39,168.12,50.48,32.14,1.28,48.23,25.79,2.21,crack
UNIT-10039,LINE-A,872.62,182.46,50.14,27.43,1.57,44.17,34.51,1.35,crack
UNIT-13338,LINE-C,833.56,158.33,60.3,14.15,4.76,39.53,17.35,0.42,scratch
UNIT-10714,LINE-B,883.75,182.64,52.59,33.92,1.94,41.51,18.55,1.85,hole
UNIT-10091,LINE-A,902.75,165.21,50.12,30.62,1.56,39.86,25.13,2.35,crack
UNIT-13446,LINE-A,843.75,151.5,72.73,13.33,6.03,41.77,15.61,0.59,scratch
UNIT-11206,LINE-A,903.94,188.49,48.7,30.33,1.72,42.1,17.2,1.47,hole
UNIT-12881,LINE-C,832.19,150.7,68.09,16.05,4.84,44.02,16.67,0.36,scratch
UNIT-13014,LINE-B,833.8,153.77,66.81,20.5,5.25,43.02,16.58,0.42,scratch
UNIT-11828,LINE-A,833.49,154.74,48.23,30.36,1.85,37.53,13.89,0.45,normal
UNIT-11156,LINE-C,886.72,203.91,51.07,28.39,1.95,51.09,17.02,2.79,hole
UNIT-11325,LINE-C,877.42,181.9,54.86,31.91,1.63,43.35,15.16,1.69,hole
UNIT-10217,LINE-B,909.76,164.84,49.77,34.05,1.54,41.21,34.27,2.02,crack
UNIT-10511,LINE-B,916.17,176.68,48.09,31.81,1.56,47.09,25.1,2.23,crack
UNIT-11681,LINE-A,835.8,143.34,53.57,38.75,1.38,46.37,16.77,0.57,normal
UNIT-10500,LINE-A,893.68,179.86,49.69,33.21,1.47,52.22,28.86,2.39,crack
UNIT-12887,LINE-A,865.48,151.05,60.48,19.34,6.31,40.98,15.68,0.62,scratch
UNIT-11857,LINE-A,850.11,148.91,48.35,31.48,1.54,47.08,15.29,0.41,normal
UNIT-11389,LINE-A,877.96,196.85,48.44,32.54,1.61,39.28,17.11,2.55,hole
UNIT-11520,LINE-A,851.59,149.43,48.87,36.52,1.82,45.03,19.05,0.55,normal
UNIT-12387,LINE-A,842.06,155.25,33.6,12.8,2.06,83.72,16.87,0.37,rust
UNIT-13500,LINE-C,835.73,148.06,64.0,15.44,4.98,43.46,20.14,0.91,scratch
UNIT-12077,LINE-A,828.07,150.3,47.14,32.12,2.18,38.44,16.78,0.4,normal
UNIT-11541,LINE-C,843.38,138.84,49.48,30.07,1.27,42.05,18.24,0.54,normal
UNIT-11218,LINE-C,892.14,188.74,50.18,34.12,1.5,46.96,16.94,2.52,hole
UNIT-12682,LINE-B,835.72,157.67,35.75,11.82,1.93,74.13,17.13,0.54,rust
UNIT-13342,LINE-A,847.55,142.24,57.76,14.45,5.79,41.32,14.86,0.12,scratch
UNIT-11417,LINE-B,834.57,153.39,51.33,34.6,1.94,40.19,19.17,0.35,normal
UNIT-12218,LINE-B,836.66,137.65,39.71,16.99,1.63,71.76,16.48,0.44,rust
UNIT-12934,LINE-B,830.9,152.81,66.98,14.71,5.48,47.32,16.5,0.43,scratch
UNIT-11677,LINE-A,848.22,142.0,53.61,29.78,1.83,39.92,16.11,0.19,normal
UNIT-11198,LINE-A,873.22,193.27,48.51,31.25,2.01,41.01,17.93,1.6,hole
UNIT-11543,LINE-C,840.95,147.62,48.36,32.64,1.34,42.99,17.88,0.57,normal
UNIT-12540,LINE-A,852.52,147.11,33.31,13.57,1.59,79.84,17.73,0.39,rust
UNIT-10954,LINE-B,877.72,189.21,51.78,33.16,1.6,43.24,15.79,1.88,hole
UNIT-12636,LINE-B,850.59,138.56,37.56,17.7,1.96,90.47,17.09,0.35,rust
UNIT-10751,LINE-B,867.42,185.72,48.57,28.29,1.37,46.06,14.28,2.91,hole
UNIT-12706,LINE-C,838.06,151.54,31.14,9.47,1.7,81.41,17.36,0.52,rust
UNIT-10235,LINE-A,915.21,175.6,50.59,29.87,1.25,44.07,23.68,1.58,crack
UNIT-10733,LINE-A,882.2,173.25,50.93,30.24,1.93,37.27,18.44,2.94,hole
UNIT-13491,LINE-B,846.88,145.18,61.73,11.05,5.42,40.13,17.75,0.57,scratch
UNIT-11157,LINE-A,895.22,192.56,52.7,30.45,1.43,52.54,15.47,2.12,hole
UNIT-13001,LINE-C,832.47,146.42,70.21,14.08,5.34,42.48,16.78,0.59,scratch
UNIT-12446,LINE-C,852.17,158.35,32.04,14.81,1.66,70.85,17.63,0.76,rust
UNIT-11210,LINE-B,887.81,196.93,50.12,31.56,1.43,39.07,16.08,1.89,hole
UNIT-11066,LINE-B,868.87,186.91,52.93,32.0,1.12,46.52,19.45,1.61,hole
UNIT-12157,LINE-B,840.03,142.92,34.82,18.24,1.38,73.94,17.39,0.63,rust
UNIT-11063,LINE-A,887.95,201.29,48.65,32.85,1.22,43.12,15.57,2.07,hole
UNIT-12617,LINE-A,848.06,154.54,41.5,15.16,1.72,63.91,17.9,0.51,rust
UNIT-11168,LINE-A,896.71,189.73,50.56,34.74,1.86,41.21,18.39,1.78,hole
UNIT-11493,LINE-C,832.94,154.93,46.95,31.02,1.61,45.94,16.56,0.61,normal
UNIT-12882,LINE-B,831.8,142.81,68.32,11.92,5.27,44.1,15.03,0.62,scratch
UNIT-10885,LINE-B,866.41,179.22,50.83,28.94,1.12,41.06,17.29,2.18,hole
UNIT-10144,LINE-A,902.86,170.24,44.57,33.69,1.44,43.64,34.08,2.22,crack
UNIT-13432,LINE-C,843.88,142.91,66.35,16.26,5.23,43.42,18.63,0.64,scratch
UNIT-10851,LINE-A,892.73,194.09,47.07,32.81,1.42,34.96,15.14,2.64,hole
UNIT-12783,LINE-B,828.07,155.77,32.63,14.48,1.5,75.98,15.38,0.46,rust
